date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,40,38,42
04-14-2020,84,70,66,73
04-15-2020,84,72,68,75
04-16-2020,85,98,93,102
04-17-2020,81,32,30,33
04-18-2020,87,126,119,132
04-19-2020,88,140,133,147
04-20-2020,91,198,188,207
04-21-2020,93,216,205,226
04-22-2020,84,78,74,81
04-23-2020,96,280,266,294
04-24-2020,81,30,28,31
04-25-2020,99,320,304,336
04-26-2020,100,340,323,357
04-13-2020,81,20,19,21
04-14-2020,82,42,39,44
04-15-2020,80,16,15,16
04-16-2020,86,100,95,105
04-17-2020,80,12,11,12
04-18-2020,82,42,39,44
04-19-2020,84,80,76,84
04-20-2020,84,72,68,75
04-21-2020,92,200,190,210
04-22-2020,83,66,62,69
04-23-2020,82,48,45,50
04-24-2020,81,26,24,27
04-25-2020,90,168,159,176
04-26-2020,83,60,57,63
