date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,32,30,33
04-14-2020,83,100,95,105
04-15-2020,80,24,22,25
04-16-2020,81,56,53,58
04-17-2020,81,32,30,33
04-18-2020,83,126,119,132
04-19-2020,86,200,190,210
04-20-2020,85,176,167,184
04-21-2020,82,72,68,75
04-22-2020,88,260,247,273
04-23-2020,87,224,212,235
04-24-2020,83,120,114,126
04-25-2020,82,64,60,67
04-26-2020,86,204,193,214
04-13-2020,80,20,19,21
04-14-2020,81,42,39,44
04-15-2020,80,8,7,8
04-16-2020,82,70,66,73
04-17-2020,81,48,45,50
04-18-2020,82,84,79,88
04-19-2020,83,96,91,100
04-20-2020,83,108,102,113
04-21-2020,86,200,190,210
04-22-2020,84,154,146,161
04-23-2020,86,192,182,201
04-24-2020,84,156,148,163
04-25-2020,80,28,26,29
04-26-2020,88,270,256,283
