date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,24,22,25
04-14-2020,81,20,19,21
04-15-2020,80,12,11,12
04-16-2020,82,56,53,58
04-17-2020,82,48,45,50
04-18-2020,89,180,171,189
04-19-2020,88,160,152,168
04-20-2020,83,66,62,69
04-21-2020,83,72,68,75
04-22-2020,93,260,247,273
04-23-2020,92,252,239,264
04-24-2020,95,300,285,315
04-25-2020,86,128,121,134
04-26-2020,85,102,96,107
04-13-2020,82,40,38,42
04-14-2020,81,36,34,37
04-15-2020,84,80,76,84
04-16-2020,80,10,9,10
04-17-2020,84,84,79,88
04-18-2020,81,28,26,29
04-19-2020,80,16,15,16
04-20-2020,81,36,34,37
04-21-2020,90,200,190,210
04-22-2020,84,88,83,92
04-23-2020,88,168,159,176
04-24-2020,87,156,148,163
04-25-2020,82,56,53,58
04-26-2020,89,180,171,189
