date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,40,38,42
04-14-2020,81,70,66,73
04-15-2020,80,36,34,37
04-16-2020,81,112,106,117
04-17-2020,81,80,76,84
04-18-2020,81,108,102,113
04-19-2020,82,180,171,189
04-20-2020,83,220,209,231
04-21-2020,82,144,136,151
04-22-2020,80,26,24,27
04-23-2020,82,168,159,176
04-24-2020,80,60,57,63
04-25-2020,81,96,91,100
04-26-2020,84,306,290,321
04-13-2020,80,40,38,42
04-14-2020,80,54,51,56
04-15-2020,80,8,7,8
04-16-2020,80,10,9,10
04-17-2020,81,72,68,75
04-18-2020,80,14,13,14
04-19-2020,81,80,76,84
04-20-2020,80,36,34,37
04-21-2020,81,80,76,84
04-22-2020,80,44,41,46
04-23-2020,83,216,205,226
04-24-2020,80,52,49,54
04-25-2020,80,56,53,58
04-26-2020,80,60,57,63
