date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,24,22,25
04-14-2020,85,50,47,52
04-15-2020,81,12,11,12
04-16-2020,94,126,119,132
04-17-2020,85,48,45,50
04-18-2020,98,162,153,170
04-19-2020,86,60,57,63
04-20-2020,94,132,125,138
04-21-2020,107,240,228,252
04-22-2020,100,182,172,191
04-23-2020,99,168,159,176
04-24-2020,103,210,199,220
04-25-2020,101,192,182,201
04-26-2020,110,272,258,285
04-13-2020,82,20,19,21
04-14-2020,86,54,51,56
04-15-2020,85,48,45,50
04-16-2020,91,100,95,105
04-17-2020,88,72,68,75
04-18-2020,91,98,93,102
04-19-2020,96,144,136,151
04-20-2020,92,108,102,113
04-21-2020,98,160,152,168
04-22-2020,84,44,41,46
04-23-2020,99,168,159,176
04-24-2020,97,156,148,163
04-25-2020,92,112,106,117
04-26-2020,86,60,57,63
