date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,64,60,67
04-14-2020,84,100,95,105
04-15-2020,82,60,57,63
04-16-2020,82,56,53,58
04-17-2020,84,96,91,100
04-18-2020,81,36,34,37
04-19-2020,82,60,57,63
04-20-2020,80,22,20,23
04-21-2020,86,144,136,151
04-22-2020,89,234,222,245
04-23-2020,87,168,159,176
04-24-2020,86,150,142,157
04-25-2020,85,128,121,134
04-26-2020,91,272,258,285
04-13-2020,80,12,11,12
04-14-2020,81,30,28,31
04-15-2020,83,72,68,75
04-16-2020,81,40,38,42
04-17-2020,82,48,45,50
04-18-2020,83,84,79,88
04-19-2020,82,64,60,67
04-20-2020,81,36,34,37
04-21-2020,84,100,95,105
04-22-2020,83,88,83,92
04-23-2020,86,144,136,151
04-24-2020,87,182,172,191
04-25-2020,84,112,106,117
04-26-2020,85,120,114,126
