date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,48,45,50
04-14-2020,83,90,85,94
04-15-2020,81,36,34,37
04-16-2020,80,14,13,14
04-17-2020,82,80,76,84
04-18-2020,86,162,153,170
04-19-2020,81,40,38,42
04-20-2020,87,198,188,207
04-21-2020,82,72,68,75
04-22-2020,82,78,74,81
04-23-2020,88,224,212,235
04-24-2020,84,120,114,126
04-25-2020,91,320,304,336
04-26-2020,81,34,32,35
04-13-2020,81,36,34,37
04-14-2020,80,12,11,12
04-15-2020,81,32,30,33
04-16-2020,83,90,85,94
04-17-2020,84,108,102,113
04-18-2020,80,14,13,14
04-19-2020,83,96,91,100
04-20-2020,82,54,51,56
04-21-2020,87,200,190,210
04-22-2020,82,66,62,69
04-23-2020,87,192,182,201
04-24-2020,86,182,172,191
04-25-2020,89,252,239,264
04-26-2020,81,30,28,31
