date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,80,76,84
04-14-2020,82,20,19,21
04-15-2020,83,24,22,25
04-16-2020,96,126,119,132
04-17-2020,100,160,152,168
04-18-2020,98,144,136,151
04-19-2020,82,20,19,21
04-20-2020,85,44,41,46
04-21-2020,98,144,136,151
04-22-2020,93,104,98,109
04-23-2020,90,84,79,88
04-24-2020,91,90,85,94
04-25-2020,84,32,30,33
04-26-2020,123,340,323,357
04-13-2020,85,40,38,42
04-14-2020,87,60,57,63
04-15-2020,83,24,22,25
04-16-2020,82,20,19,21
04-17-2020,90,84,79,88
04-18-2020,96,126,119,132
04-19-2020,84,32,30,33
04-20-2020,89,72,68,75
04-21-2020,87,60,57,63
04-22-2020,108,220,209,231
04-23-2020,111,240,228,252
04-24-2020,96,130,123,136
04-25-2020,83,28,26,29
04-26-2020,91,90,85,94
