date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,56,53,58
04-14-2020,86,70,66,73
04-15-2020,81,12,11,12
04-16-2020,90,126,119,132
04-17-2020,82,32,30,33
04-18-2020,83,36,34,37
04-19-2020,81,20,19,21
04-20-2020,85,66,62,69
04-21-2020,86,72,68,75
04-22-2020,84,52,49,54
04-23-2020,89,112,106,117
04-24-2020,100,240,228,252
04-25-2020,107,320,304,336
04-26-2020,88,102,96,107
04-13-2020,82,32,30,33
04-14-2020,84,48,45,50
04-15-2020,82,24,22,25
04-16-2020,86,70,66,73
04-17-2020,84,48,45,50
04-18-2020,81,14,13,14
04-19-2020,86,80,76,84
04-20-2020,83,36,34,37
04-21-2020,83,40,38,42
04-22-2020,83,44,41,46
04-23-2020,82,24,22,25
04-24-2020,84,52,49,54
04-25-2020,82,28,26,29
04-26-2020,100,240,228,252
