date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,81,100,95,105
04-15-2020,81,60,57,63
04-16-2020,80,14,13,14
04-17-2020,81,64,60,67
04-18-2020,80,18,17,18
04-19-2020,81,60,57,63
04-20-2020,83,198,188,207
04-21-2020,82,120,114,126
04-22-2020,80,52,49,54
04-23-2020,83,224,212,235
04-24-2020,82,120,114,126
04-25-2020,83,192,182,201
04-26-2020,83,204,193,214
04-13-2020,80,4,3,4
04-14-2020,81,60,57,63
04-15-2020,80,16,15,16
04-16-2020,81,80,76,84
04-17-2020,80,24,22,25
04-18-2020,80,42,39,44
04-19-2020,80,32,30,33
04-20-2020,82,162,153,170
04-21-2020,83,180,171,189
04-22-2020,80,44,41,46
04-23-2020,83,216,205,226
04-24-2020,84,260,247,273
04-25-2020,82,168,159,176
04-26-2020,82,120,114,126
