date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,72,68,75
04-14-2020,80,100,95,105
04-15-2020,81,120,114,126
04-16-2020,80,98,93,102
04-17-2020,80,112,106,117
04-18-2020,81,126,119,132
04-19-2020,81,200,190,210
04-20-2020,80,110,104,115
04-21-2020,80,24,22,25
04-22-2020,82,260,247,273
04-23-2020,80,112,106,117
04-24-2020,82,270,256,283
04-25-2020,80,32,30,33
04-26-2020,80,34,32,35
04-13-2020,80,40,38,42
04-14-2020,80,12,11,12
04-15-2020,80,72,68,75
04-16-2020,80,100,95,105
04-17-2020,80,24,22,25
04-18-2020,80,42,39,44
04-19-2020,80,96,91,100
04-20-2020,81,126,119,132
04-21-2020,80,20,19,21
04-22-2020,81,176,167,184
04-23-2020,81,144,136,151
04-24-2020,82,234,222,245
04-25-2020,81,168,159,176
04-26-2020,80,60,57,63
