date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,16,15,16
04-14-2020,91,100,95,105
04-15-2020,87,60,57,63
04-16-2020,86,56,53,58
04-17-2020,97,144,136,151
04-18-2020,99,162,153,170
04-19-2020,94,120,114,126
04-20-2020,85,44,41,46
04-21-2020,105,216,205,226
04-22-2020,98,156,148,163
04-23-2020,103,196,186,205
04-24-2020,101,180,171,189
04-25-2020,110,256,243,268
04-26-2020,84,34,32,35
04-13-2020,81,16,15,16
04-14-2020,86,54,51,56
04-15-2020,88,72,68,75
04-16-2020,85,50,47,52
04-17-2020,90,84,79,88
04-18-2020,85,42,39,44
04-19-2020,97,144,136,151
04-20-2020,90,90,85,94
04-21-2020,84,40,38,42
04-22-2020,98,154,146,161
04-23-2020,97,144,136,151
04-24-2020,83,26,24,27
04-25-2020,103,196,186,205
04-26-2020,115,300,285,315
