date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,72,68,75
04-14-2020,81,10,9,10
04-15-2020,85,36,34,37
04-16-2020,100,140,133,147
04-17-2020,89,64,60,67
04-18-2020,92,90,85,94
04-19-2020,105,180,171,189
04-20-2020,105,176,167,184
04-21-2020,100,144,136,151
04-22-2020,117,260,247,273
04-23-2020,112,224,212,235
04-24-2020,101,150,142,157
04-25-2020,89,64,60,67
04-26-2020,119,272,258,285
04-13-2020,81,12,11,12
04-14-2020,81,12,11,12
04-15-2020,89,64,60,67
04-16-2020,87,50,47,52
04-17-2020,88,60,57,63
04-18-2020,96,112,106,117
04-19-2020,103,160,152,168
04-20-2020,85,36,34,37
04-21-2020,82,20,19,21
04-22-2020,92,88,83,92
04-23-2020,83,24,22,25
04-24-2020,113,234,222,245
04-25-2020,108,196,186,205
04-26-2020,97,120,114,126
