date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,91,64,60,67
04-14-2020,92,70,66,73
04-15-2020,95,84,79,88
04-16-2020,92,70,66,73
04-17-2020,85,32,30,33
04-18-2020,99,108,102,113
04-19-2020,116,200,190,210
04-20-2020,108,154,146,161
04-21-2020,84,24,22,25
04-22-2020,118,208,197,218
04-23-2020,110,168,159,176
04-24-2020,113,180,171,189
04-25-2020,103,128,121,134
04-26-2020,111,170,161,178
04-13-2020,85,32,30,33
04-14-2020,83,18,17,18
04-15-2020,85,32,30,33
04-16-2020,92,70,66,73
04-17-2020,84,24,22,25
04-18-2020,92,70,66,73
04-19-2020,94,80,76,84
04-20-2020,103,126,119,132
04-21-2020,83,20,19,21
04-22-2020,96,88,83,92
04-23-2020,110,168,159,176
04-24-2020,103,130,123,136
04-25-2020,126,252,239,264
04-26-2020,107,150,142,157
