date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,64,60,67
04-14-2020,81,50,47,52
04-15-2020,83,96,91,100
04-16-2020,82,70,66,73
04-17-2020,82,64,60,67
04-18-2020,85,144,136,151
04-19-2020,84,120,114,126
04-20-2020,85,132,125,138
04-21-2020,80,24,22,25
04-22-2020,89,234,222,245
04-23-2020,81,28,26,29
04-24-2020,90,270,256,283
04-25-2020,87,192,182,201
04-26-2020,89,238,226,249
04-13-2020,80,16,15,16
04-14-2020,80,18,17,18
04-15-2020,81,40,38,42
04-16-2020,83,80,76,84
04-17-2020,83,84,79,88
04-18-2020,84,126,119,132
04-19-2020,86,160,152,168
04-20-2020,84,126,119,132
04-21-2020,81,40,38,42
04-22-2020,82,66,62,69
04-23-2020,80,24,22,25
04-24-2020,88,208,197,218
04-25-2020,87,196,186,205
04-26-2020,87,180,171,189
