date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,60,57,63
04-15-2020,83,120,114,126
04-16-2020,81,42,39,44
04-17-2020,83,144,136,151
04-18-2020,82,108,102,113
04-19-2020,84,180,171,189
04-20-2020,80,22,20,23
04-21-2020,86,240,228,252
04-22-2020,82,78,74,81
04-23-2020,83,112,106,117
04-24-2020,84,180,171,189
04-25-2020,88,320,304,336
04-26-2020,80,34,32,35
04-13-2020,80,4,3,4
04-14-2020,81,54,51,56
04-15-2020,80,8,7,8
04-16-2020,80,10,9,10
04-17-2020,81,60,57,63
04-18-2020,81,42,39,44
04-19-2020,80,32,30,33
04-20-2020,84,180,171,189
04-21-2020,82,80,76,84
04-22-2020,80,22,20,23
04-23-2020,84,168,159,176
04-24-2020,85,182,172,191
04-25-2020,84,168,159,176
04-26-2020,84,180,171,189
