date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,81,30,28,31
04-15-2020,81,24,22,25
04-16-2020,83,70,66,73
04-17-2020,86,128,121,134
04-18-2020,83,72,68,75
04-19-2020,84,80,76,84
04-20-2020,83,66,62,69
04-21-2020,90,192,182,201
04-22-2020,82,52,49,54
04-23-2020,85,112,106,117
04-24-2020,87,150,142,157
04-25-2020,90,192,182,201
04-26-2020,90,204,193,214
04-13-2020,81,24,22,25
04-14-2020,83,60,57,63
04-15-2020,84,80,76,84
04-16-2020,83,60,57,63
04-17-2020,85,96,91,100
04-18-2020,80,14,13,14
04-19-2020,83,64,60,67
04-20-2020,84,90,85,94
04-21-2020,86,120,114,126
04-22-2020,90,198,188,207
04-23-2020,85,96,91,100
04-24-2020,93,260,247,273
04-25-2020,87,140,133,147
04-26-2020,94,270,256,283
