date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,96,72,68,75
04-14-2020,84,20,19,21
04-15-2020,82,12,11,12
04-16-2020,99,84,79,88
04-17-2020,91,48,45,50
04-18-2020,100,90,85,94
04-19-2020,89,40,38,42
04-20-2020,85,22,20,23
04-21-2020,102,96,91,100
04-22-2020,91,52,49,54
04-23-2020,92,56,53,58
04-24-2020,135,240,228,252
04-25-2020,109,128,121,134
04-26-2020,87,34,32,35
04-13-2020,80,4,3,4
04-14-2020,81,6,5,6
04-15-2020,94,64,60,67
04-16-2020,98,80,76,84
04-17-2020,88,36,34,37
04-18-2020,105,112,106,117
04-19-2020,113,144,136,151
04-20-2020,100,90,85,94
04-21-2020,107,120,114,126
04-22-2020,130,220,209,231
04-23-2020,102,96,91,100
04-24-2020,91,52,49,54
04-25-2020,137,252,239,264
04-26-2020,107,120,114,126
