date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,82,60,57,63
04-15-2020,83,72,68,75
04-16-2020,84,98,93,102
04-17-2020,83,64,60,67
04-18-2020,82,54,51,56
04-19-2020,89,200,190,210
04-20-2020,89,198,188,207
04-21-2020,89,192,182,201
04-22-2020,83,78,74,81
04-23-2020,88,168,159,176
04-24-2020,82,60,57,63
04-25-2020,93,288,273,302
04-26-2020,91,238,226,249
04-13-2020,80,4,3,4
04-14-2020,81,36,34,37
04-15-2020,81,32,30,33
04-16-2020,83,80,76,84
04-17-2020,81,24,22,25
04-18-2020,86,140,133,147
04-19-2020,86,128,121,134
04-20-2020,83,72,68,75
04-21-2020,82,60,57,63
04-22-2020,87,154,146,161
04-23-2020,91,240,228,252
04-24-2020,87,156,148,163
04-25-2020,84,84,79,88
04-26-2020,92,270,256,283
