date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,80,20,19,21
04-15-2020,80,36,34,37
04-16-2020,80,28,26,29
04-17-2020,81,96,91,100
04-18-2020,80,72,68,75
04-19-2020,81,100,95,105
04-20-2020,82,220,209,231
04-21-2020,82,168,159,176
04-22-2020,81,104,98,109
04-23-2020,83,252,239,264
04-24-2020,80,30,28,31
04-25-2020,81,128,121,134
04-26-2020,83,238,226,249
04-13-2020,80,40,38,42
04-14-2020,80,36,34,37
04-15-2020,80,40,38,42
04-16-2020,80,50,47,52
04-17-2020,81,96,91,100
04-18-2020,80,70,66,73
04-19-2020,80,64,60,67
04-20-2020,81,90,85,94
04-21-2020,80,40,38,42
04-22-2020,82,176,167,184
04-23-2020,82,216,205,226
04-24-2020,82,156,148,163
04-25-2020,82,196,186,205
04-26-2020,80,30,28,31
