date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,95,72,68,75
04-14-2020,88,40,38,42
04-15-2020,95,72,68,75
04-16-2020,91,56,53,58
04-17-2020,107,128,121,134
04-18-2020,102,108,102,113
04-19-2020,105,120,114,126
04-20-2020,103,110,104,115
04-21-2020,90,48,45,50
04-22-2020,118,182,172,191
04-23-2020,133,252,239,264
04-24-2020,99,90,85,94
04-25-2020,113,160,152,168
04-26-2020,144,306,290,321
04-13-2020,85,24,22,25
04-14-2020,91,54,51,56
04-15-2020,91,56,53,58
04-16-2020,92,60,57,63
04-17-2020,92,60,57,63
04-18-2020,103,112,106,117
04-19-2020,83,16,15,16
04-20-2020,95,72,68,75
04-21-2020,105,120,114,126
04-22-2020,98,88,83,92
04-23-2020,100,96,91,100
04-24-2020,85,26,24,27
04-25-2020,85,28,26,29
04-26-2020,118,180,171,189
