date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,32,30,33
04-14-2020,80,10,9,10
04-15-2020,83,48,45,50
04-16-2020,83,42,39,44
04-17-2020,89,128,121,134
04-18-2020,83,54,51,56
04-19-2020,82,40,38,42
04-20-2020,94,198,188,207
04-21-2020,85,72,68,75
04-22-2020,87,104,98,109
04-23-2020,84,56,53,58
04-24-2020,86,90,85,94
04-25-2020,82,32,30,33
04-26-2020,84,68,64,71
04-13-2020,81,16,15,16
04-14-2020,81,18,17,18
04-15-2020,84,64,60,67
04-16-2020,85,70,66,73
04-17-2020,86,84,79,88
04-18-2020,90,140,133,147
04-19-2020,83,48,45,50
04-20-2020,86,90,85,94
04-21-2020,84,60,57,63
04-22-2020,81,22,20,23
04-23-2020,87,96,91,100
04-24-2020,91,156,148,163
04-25-2020,96,224,212,235
04-26-2020,84,60,57,63
