date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,89,80,76,84
04-14-2020,84,40,38,42
04-15-2020,90,84,79,88
04-16-2020,83,28,26,29
04-17-2020,83,32,30,33
04-18-2020,97,144,136,151
04-19-2020,89,80,76,84
04-20-2020,82,22,20,23
04-21-2020,109,240,228,252
04-22-2020,99,156,148,163
04-23-2020,111,252,239,264
04-24-2020,91,90,85,94
04-25-2020,107,224,212,235
04-26-2020,92,102,96,107
04-13-2020,82,20,19,21
04-14-2020,87,60,57,63
04-15-2020,88,72,68,75
04-16-2020,84,40,38,42
04-17-2020,81,12,11,12
04-18-2020,90,84,79,88
04-19-2020,85,48,45,50
04-20-2020,102,180,171,189
04-21-2020,104,200,190,210
04-22-2020,107,220,209,231
04-23-2020,109,240,228,252
04-24-2020,102,182,172,191
04-25-2020,93,112,106,117
04-26-2020,109,240,228,252
