date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,40,38,42
04-14-2020,83,60,57,63
04-15-2020,87,120,114,126
04-16-2020,81,28,26,29
04-17-2020,89,144,136,151
04-18-2020,84,72,68,75
04-19-2020,81,20,19,21
04-20-2020,94,220,209,231
04-21-2020,86,96,91,100
04-22-2020,85,78,74,81
04-23-2020,92,196,186,205
04-24-2020,97,270,256,283
04-25-2020,96,256,243,268
04-26-2020,84,68,64,71
04-13-2020,82,32,30,33
04-14-2020,82,42,39,44
04-15-2020,84,64,60,67
04-16-2020,81,30,28,31
04-17-2020,84,72,68,75
04-18-2020,87,112,106,117
04-19-2020,84,64,60,67
04-20-2020,86,108,102,113
04-21-2020,81,20,19,21
04-22-2020,92,198,188,207
04-23-2020,92,192,182,201
04-24-2020,86,104,98,109
04-25-2020,92,196,186,205
04-26-2020,89,150,142,157
