date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,80,76,84
04-14-2020,81,60,57,63
04-15-2020,81,36,34,37
04-16-2020,80,14,13,14
04-17-2020,81,64,60,67
04-18-2020,80,18,17,18
04-19-2020,81,60,57,63
04-20-2020,82,88,83,92
04-21-2020,86,216,205,226
04-22-2020,80,26,24,27
04-23-2020,82,84,79,88
04-24-2020,87,240,228,252
04-25-2020,89,320,304,336
04-26-2020,86,204,193,214
04-13-2020,80,28,26,29
04-14-2020,81,60,57,63
04-15-2020,82,72,68,75
04-16-2020,81,50,47,52
04-17-2020,82,72,68,75
04-18-2020,80,28,26,29
04-19-2020,84,144,136,151
04-20-2020,82,72,68,75
04-21-2020,81,40,38,42
04-22-2020,80,22,20,23
04-23-2020,84,168,159,176
04-24-2020,83,130,123,136
04-25-2020,83,112,106,117
04-26-2020,81,60,57,63
