date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,80,20,19,21
04-15-2020,80,48,45,50
04-16-2020,81,112,106,117
04-17-2020,82,160,152,168
04-18-2020,80,72,68,75
04-19-2020,80,60,57,63
04-20-2020,82,176,167,184
04-21-2020,80,72,68,75
04-22-2020,83,260,247,273
04-23-2020,83,252,239,264
04-24-2020,81,120,114,126
04-25-2020,81,96,91,100
04-26-2020,81,102,96,107
04-13-2020,80,20,19,21
04-14-2020,80,60,57,63
04-15-2020,81,80,76,84
04-16-2020,80,10,9,10
04-17-2020,80,36,34,37
04-18-2020,80,14,13,14
04-19-2020,82,160,152,168
04-20-2020,80,72,68,75
04-21-2020,82,160,152,168
04-22-2020,82,154,146,161
04-23-2020,80,24,22,25
04-24-2020,81,78,74,81
04-25-2020,81,84,79,88
04-26-2020,82,210,199,220
