date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,80,60,57,63
04-15-2020,80,36,34,37
04-16-2020,80,42,39,44
04-17-2020,81,112,106,117
04-18-2020,80,72,68,75
04-19-2020,81,140,133,147
04-20-2020,80,44,41,46
04-21-2020,82,192,182,201
04-22-2020,81,156,148,163
04-23-2020,82,224,212,235
04-24-2020,81,90,85,94
04-25-2020,81,160,152,168
04-26-2020,81,136,129,142
04-13-2020,80,24,22,25
04-14-2020,80,6,5,6
04-15-2020,80,56,53,58
04-16-2020,80,30,28,31
04-17-2020,80,72,68,75
04-18-2020,80,56,53,58
04-19-2020,80,32,30,33
04-20-2020,81,126,119,132
04-21-2020,80,20,19,21
04-22-2020,81,88,83,92
04-23-2020,82,240,228,252
04-24-2020,81,104,98,109
04-25-2020,81,140,133,147
04-26-2020,80,60,57,63
