date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,32,30,33
04-14-2020,82,50,47,52
04-15-2020,80,12,11,12
04-16-2020,87,140,133,147
04-17-2020,87,144,136,151
04-18-2020,88,162,153,170
04-19-2020,84,80,76,84
04-20-2020,85,110,104,115
04-21-2020,87,144,136,151
04-22-2020,89,182,172,191
04-23-2020,90,196,186,205
04-24-2020,89,180,171,189
04-25-2020,95,288,273,302
04-26-2020,85,102,96,107
04-13-2020,82,40,38,42
04-14-2020,80,6,5,6
04-15-2020,82,40,38,42
04-16-2020,83,70,66,73
04-17-2020,85,96,91,100
04-18-2020,80,14,13,14
04-19-2020,86,128,121,134
04-20-2020,85,108,102,113
04-21-2020,82,40,38,42
04-22-2020,83,66,62,69
04-23-2020,83,72,68,75
04-24-2020,85,104,98,109
04-25-2020,82,56,53,58
04-26-2020,81,30,28,31
