date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,64,60,67
04-14-2020,81,60,57,63
04-15-2020,81,60,57,63
04-16-2020,82,98,93,102
04-17-2020,83,128,121,134
04-18-2020,83,144,136,151
04-19-2020,80,20,19,21
04-20-2020,85,198,188,207
04-21-2020,83,120,114,126
04-22-2020,83,130,123,136
04-23-2020,83,112,106,117
04-24-2020,83,120,114,126
04-25-2020,82,96,91,100
04-26-2020,80,34,32,35
04-13-2020,80,12,11,12
04-14-2020,80,30,28,31
04-15-2020,80,24,22,25
04-16-2020,81,60,57,63
04-17-2020,83,120,114,126
04-18-2020,80,28,26,29
04-19-2020,80,32,30,33
04-20-2020,84,180,171,189
04-21-2020,83,140,133,147
04-22-2020,85,198,188,207
04-23-2020,82,96,91,100
04-24-2020,85,182,172,191
04-25-2020,87,280,266,294
04-26-2020,80,30,28,31
