date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,40,38,42
04-14-2020,80,20,19,21
04-15-2020,81,36,34,37
04-16-2020,83,98,93,102
04-17-2020,81,32,30,33
04-18-2020,82,72,68,75
04-19-2020,81,40,38,42
04-20-2020,86,198,188,207
04-21-2020,87,240,228,252
04-22-2020,85,156,148,163
04-23-2020,89,280,266,294
04-24-2020,86,210,199,220
04-25-2020,85,160,152,168
04-26-2020,87,238,226,249
04-13-2020,80,16,15,16
04-14-2020,81,54,51,56
04-15-2020,81,56,53,58
04-16-2020,82,70,66,73
04-17-2020,82,72,68,75
04-18-2020,81,56,53,58
04-19-2020,83,112,106,117
04-20-2020,82,90,85,94
04-21-2020,81,60,57,63
04-22-2020,86,198,188,207
04-23-2020,87,240,228,252
04-24-2020,88,260,247,273
04-25-2020,84,140,133,147
04-26-2020,88,270,256,283
