date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,24,22,25
04-14-2020,81,20,19,21
04-15-2020,90,108,102,113
04-16-2020,87,84,79,88
04-17-2020,95,160,152,168
04-18-2020,86,72,68,75
04-19-2020,83,40,38,42
04-20-2020,82,22,20,23
04-21-2020,100,216,205,226
04-22-2020,89,104,98,109
04-23-2020,90,112,106,117
04-24-2020,82,30,28,31
04-25-2020,83,32,30,33
04-26-2020,99,204,193,214
04-13-2020,83,32,30,33
04-14-2020,85,60,57,63
04-15-2020,87,80,76,84
04-16-2020,85,60,57,63
04-17-2020,90,108,102,113
04-18-2020,91,126,119,132
04-19-2020,86,64,60,67
04-20-2020,86,72,68,75
04-21-2020,93,140,133,147
04-22-2020,94,154,146,161
04-23-2020,100,216,205,226
04-24-2020,92,130,123,136
04-25-2020,82,28,26,29
04-26-2020,85,60,57,63
