date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,48,45,50
04-14-2020,86,100,95,105
04-15-2020,86,96,91,100
04-16-2020,85,84,79,88
04-17-2020,86,96,91,100
04-18-2020,89,144,136,151
04-19-2020,90,160,152,168
04-20-2020,94,220,209,231
04-21-2020,92,192,182,201
04-22-2020,85,78,74,81
04-23-2020,89,140,133,147
04-24-2020,95,240,228,252
04-25-2020,98,288,273,302
04-26-2020,93,204,193,214
04-13-2020,82,32,30,33
04-14-2020,81,24,22,25
04-15-2020,84,72,68,75
04-16-2020,81,20,19,21
04-17-2020,81,24,22,25
04-18-2020,81,28,26,29
04-19-2020,82,32,30,33
04-20-2020,84,72,68,75
04-21-2020,83,60,57,63
04-22-2020,94,220,209,231
04-23-2020,92,192,182,201
04-24-2020,85,78,74,81
04-25-2020,96,252,239,264
04-26-2020,93,210,199,220
