date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,56,53,58
04-14-2020,84,100,95,105
04-15-2020,81,36,34,37
04-16-2020,81,28,26,29
04-17-2020,85,112,106,117
04-18-2020,82,54,51,56
04-19-2020,83,80,76,84
04-20-2020,89,198,188,207
04-21-2020,81,24,22,25
04-22-2020,85,104,98,109
04-23-2020,81,28,26,29
04-24-2020,90,210,199,220
04-25-2020,90,224,212,235
04-26-2020,83,68,64,71
04-13-2020,80,16,15,16
04-14-2020,80,18,17,18
04-15-2020,83,64,60,67
04-16-2020,83,80,76,84
04-17-2020,84,96,91,100
04-18-2020,86,140,133,147
04-19-2020,83,64,60,67
04-20-2020,84,90,85,94
04-21-2020,80,20,19,21
04-22-2020,85,110,104,115
04-23-2020,87,144,136,151
04-24-2020,81,26,24,27
04-25-2020,88,168,159,176
04-26-2020,90,210,199,220
