date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,32,30,33
04-14-2020,80,40,38,42
04-15-2020,80,120,114,126
04-16-2020,81,126,119,132
04-17-2020,80,16,15,16
04-18-2020,81,126,119,132
04-19-2020,80,20,19,21
04-20-2020,80,88,83,92
04-21-2020,80,96,91,100
04-22-2020,80,104,98,109
04-23-2020,81,168,159,176
04-24-2020,81,210,199,220
04-25-2020,80,96,91,100
04-26-2020,80,102,96,107
04-13-2020,80,40,38,42
04-14-2020,80,6,5,6
04-15-2020,80,80,76,84
04-16-2020,80,90,85,94
04-17-2020,80,108,102,113
04-18-2020,81,140,133,147
04-19-2020,80,112,106,117
04-20-2020,80,108,102,113
04-21-2020,80,80,76,84
04-22-2020,80,110,104,115
04-23-2020,80,120,114,126
04-24-2020,80,52,49,54
04-25-2020,81,168,159,176
04-26-2020,81,240,228,252
