date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,40,38,42
04-14-2020,81,100,95,105
04-15-2020,81,108,102,113
04-16-2020,81,98,93,102
04-17-2020,81,80,76,84
04-18-2020,81,108,102,113
04-19-2020,81,140,133,147
04-20-2020,82,198,188,207
04-21-2020,83,240,228,252
04-22-2020,81,130,123,136
04-23-2020,82,168,159,176
04-24-2020,81,150,142,157
04-25-2020,83,256,243,268
04-26-2020,82,204,193,214
04-13-2020,80,16,15,16
04-14-2020,80,6,5,6
04-15-2020,80,72,68,75
04-16-2020,80,10,9,10
04-17-2020,81,96,91,100
04-18-2020,81,84,79,88
04-19-2020,81,80,76,84
04-20-2020,80,36,34,37
04-21-2020,80,40,38,42
04-22-2020,80,44,41,46
04-23-2020,80,48,45,50
04-24-2020,81,156,148,163
04-25-2020,81,84,79,88
04-26-2020,81,150,142,157
