date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,88,24,22,25
04-14-2020,87,20,19,21
04-15-2020,97,48,45,50
04-16-2020,95,42,39,44
04-17-2020,127,128,121,134
04-18-2020,133,144,136,151
04-19-2020,154,200,190,210
04-20-2020,104,66,62,69
04-21-2020,142,168,159,176
04-22-2020,138,156,148,163
04-23-2020,100,56,53,58
04-24-2020,181,270,256,283
04-25-2020,115,96,91,100
04-26-2020,105,68,64,71
04-13-2020,91,32,30,33
04-14-2020,102,60,57,63
04-15-2020,82,8,7,8
04-16-2020,109,80,76,84
04-17-2020,124,120,114,126
04-18-2020,85,14,13,14
04-19-2020,121,112,106,117
04-20-2020,93,36,34,37
04-21-2020,109,80,76,84
04-22-2020,154,198,188,207
04-23-2020,151,192,182,201
04-24-2020,89,26,24,27
04-25-2020,90,28,26,29
04-26-2020,102,60,57,63
