date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,32,30,33
04-14-2020,84,70,66,73
04-15-2020,84,72,68,75
04-16-2020,80,14,13,14
04-17-2020,85,80,76,84
04-18-2020,81,18,17,18
04-19-2020,85,80,76,84
04-20-2020,83,44,41,46
04-21-2020,96,240,228,252
04-22-2020,96,234,222,245
04-23-2020,91,168,159,176
04-24-2020,82,30,28,31
04-25-2020,97,256,243,268
04-26-2020,87,102,96,107
04-13-2020,82,32,30,33
04-14-2020,82,30,28,31
04-15-2020,82,32,30,33
04-16-2020,86,100,95,105
04-17-2020,86,96,91,100
04-18-2020,87,112,106,117
04-19-2020,88,128,121,134
04-20-2020,88,126,119,132
04-21-2020,86,100,95,105
04-22-2020,90,154,146,161
04-23-2020,81,24,22,25
04-24-2020,94,208,197,218
04-25-2020,89,140,133,147
04-26-2020,88,120,114,126
