date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,72,68,75
04-14-2020,85,100,95,105
04-15-2020,84,84,79,88
04-16-2020,80,14,13,14
04-17-2020,88,144,136,151
04-18-2020,81,18,17,18
04-19-2020,81,20,19,21
04-20-2020,86,110,104,115
04-21-2020,82,48,45,50
04-22-2020,93,234,222,245
04-23-2020,84,84,79,88
04-24-2020,83,60,57,63
04-25-2020,98,320,304,336
04-26-2020,87,136,129,142
04-13-2020,81,28,26,29
04-14-2020,83,54,51,56
04-15-2020,81,24,22,25
04-16-2020,83,70,66,73
04-17-2020,85,96,91,100
04-18-2020,83,56,53,58
04-19-2020,85,96,91,100
04-20-2020,87,126,119,132
04-21-2020,89,160,152,168
04-22-2020,86,110,104,115
04-23-2020,85,96,91,100
04-24-2020,91,208,197,218
04-25-2020,89,168,159,176
04-26-2020,85,90,85,94
