date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,84,80,76,84
04-15-2020,82,36,34,37
04-16-2020,85,84,79,88
04-17-2020,82,48,45,50
04-18-2020,86,108,102,113
04-19-2020,88,140,133,147
04-20-2020,93,220,209,231
04-21-2020,93,216,205,226
04-22-2020,86,104,98,109
04-23-2020,81,28,26,29
04-24-2020,91,180,171,189
04-25-2020,97,288,273,302
04-26-2020,94,238,226,249
04-13-2020,80,16,15,16
04-14-2020,81,24,22,25
04-15-2020,81,24,22,25
04-16-2020,84,80,76,84
04-17-2020,83,60,57,63
04-18-2020,81,28,26,29
04-19-2020,86,112,106,117
04-20-2020,89,162,153,170
04-21-2020,88,140,133,147
04-22-2020,88,132,125,138
04-23-2020,91,192,182,201
04-24-2020,96,260,247,273
04-25-2020,88,140,133,147
04-26-2020,96,270,256,283
