date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,56,53,58
04-14-2020,80,40,38,42
04-15-2020,80,36,34,37
04-16-2020,80,28,26,29
04-17-2020,81,80,76,84
04-18-2020,81,126,119,132
04-19-2020,81,140,133,147
04-20-2020,80,22,20,23
04-21-2020,80,24,22,25
04-22-2020,83,260,247,273
04-23-2020,82,196,186,205
04-24-2020,80,60,57,63
04-25-2020,83,256,243,268
04-26-2020,80,34,32,35
04-13-2020,80,28,26,29
04-14-2020,80,60,57,63
04-15-2020,80,40,38,42
04-16-2020,81,90,85,94
04-17-2020,81,120,114,126
04-18-2020,81,112,106,117
04-19-2020,81,96,91,100
04-20-2020,82,144,136,151
04-21-2020,80,20,19,21
04-22-2020,82,176,167,184
04-23-2020,81,120,114,126
04-24-2020,80,26,24,27
04-25-2020,82,196,186,205
04-26-2020,82,180,171,189
