date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,89,64,60,67
04-14-2020,92,80,76,84
04-15-2020,89,60,57,63
04-16-2020,88,56,53,58
04-17-2020,101,144,136,151
04-18-2020,82,18,17,18
04-19-2020,107,180,171,189
04-20-2020,89,66,62,69
04-21-2020,83,24,22,25
04-22-2020,119,260,247,273
04-23-2020,92,84,79,88
04-24-2020,125,300,285,315
04-25-2020,99,128,121,134
04-26-2020,110,204,193,214
04-13-2020,80,4,3,4
04-14-2020,88,54,51,56
04-15-2020,88,56,53,58
04-16-2020,93,90,85,94
04-17-2020,94,96,91,100
04-18-2020,88,56,53,58
04-19-2020,87,48,45,50
04-20-2020,96,108,102,113
04-21-2020,98,120,114,126
04-22-2020,113,220,209,231
04-23-2020,98,120,114,126
04-24-2020,99,130,123,136
04-25-2020,101,140,133,147
04-26-2020,84,30,28,31
