date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,86,48,45,50
04-14-2020,85,40,38,42
04-15-2020,81,12,11,12
04-16-2020,97,126,119,132
04-17-2020,95,112,106,117
04-18-2020,82,18,17,18
04-19-2020,96,120,114,126
04-20-2020,110,220,209,231
04-21-2020,96,120,114,126
04-22-2020,87,52,49,54
04-23-2020,110,224,212,235
04-24-2020,100,150,142,157
04-25-2020,84,32,30,33
04-26-2020,117,272,258,285
04-13-2020,80,4,3,4
04-14-2020,82,18,17,18
04-15-2020,88,64,60,67
04-16-2020,85,40,38,42
04-17-2020,93,96,91,100
04-18-2020,89,70,66,73
04-19-2020,99,144,136,151
04-20-2020,89,72,68,75
04-21-2020,85,40,38,42
04-22-2020,101,154,146,161
04-23-2020,106,192,182,201
04-24-2020,87,52,49,54
04-25-2020,102,168,159,176
04-26-2020,92,90,85,94
