date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,32,30,33
04-14-2020,81,50,47,52
04-15-2020,82,60,57,63
04-16-2020,84,112,106,117
04-17-2020,80,16,15,16
04-18-2020,84,126,119,132
04-19-2020,83,100,95,105
04-20-2020,84,132,125,138
04-21-2020,83,96,91,100
04-22-2020,81,52,49,54
04-23-2020,89,252,239,264
04-24-2020,83,90,85,94
04-25-2020,82,64,60,67
04-26-2020,91,306,290,321
04-13-2020,80,24,22,25
04-14-2020,80,12,11,12
04-15-2020,82,72,68,75
04-16-2020,80,10,9,10
04-17-2020,81,48,45,50
04-18-2020,85,140,133,147
04-19-2020,84,112,106,117
04-20-2020,84,108,102,113
04-21-2020,85,140,133,147
04-22-2020,88,220,209,231
04-23-2020,87,192,182,201
04-24-2020,87,208,197,218
04-25-2020,89,252,239,264
04-26-2020,82,60,57,63
