date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,48,45,50
04-14-2020,86,90,85,94
04-15-2020,80,12,11,12
04-16-2020,80,14,13,14
04-17-2020,82,32,30,33
04-18-2020,90,144,136,151
04-19-2020,88,120,114,126
04-20-2020,95,220,209,231
04-21-2020,91,168,159,176
04-22-2020,81,26,24,27
04-23-2020,93,196,186,205
04-24-2020,86,90,85,94
04-25-2020,100,288,273,302
04-26-2020,87,102,96,107
04-13-2020,81,20,19,21
04-14-2020,82,30,28,31
04-15-2020,80,8,7,8
04-16-2020,83,50,47,52
04-17-2020,85,84,79,88
04-18-2020,87,112,106,117
04-19-2020,86,96,91,100
04-20-2020,81,18,17,18
04-21-2020,82,40,38,42
04-22-2020,89,132,125,138
04-23-2020,90,144,136,151
04-24-2020,96,234,222,245
04-25-2020,93,196,186,205
04-26-2020,101,300,285,315
