date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,16,15,16
04-14-2020,83,60,57,63
04-15-2020,81,24,22,25
04-16-2020,82,42,39,44
04-17-2020,89,144,136,151
04-18-2020,82,36,34,37
04-19-2020,83,60,57,63
04-20-2020,82,44,41,46
04-21-2020,86,96,91,100
04-22-2020,96,260,247,273
04-23-2020,96,252,239,264
04-24-2020,91,180,171,189
04-25-2020,84,64,60,67
04-26-2020,99,306,290,321
04-13-2020,82,32,30,33
04-14-2020,83,60,57,63
04-15-2020,83,56,53,58
04-16-2020,83,60,57,63
04-17-2020,83,48,45,50
04-18-2020,89,140,133,147
04-19-2020,81,16,15,16
04-20-2020,82,36,34,37
04-21-2020,89,140,133,147
04-22-2020,82,44,41,46
04-23-2020,84,72,68,75
04-24-2020,88,130,123,136
04-25-2020,85,84,79,88
04-26-2020,99,300,285,315
