date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,40,38,42
04-14-2020,81,30,28,31
04-15-2020,85,96,91,100
04-16-2020,82,42,39,44
04-17-2020,83,64,60,67
04-18-2020,83,72,68,75
04-19-2020,88,160,152,168
04-20-2020,84,88,83,92
04-21-2020,83,72,68,75
04-22-2020,88,156,148,163
04-23-2020,90,196,186,205
04-24-2020,86,120,114,126
04-25-2020,93,256,243,268
04-26-2020,89,170,161,178
04-13-2020,81,28,26,29
04-14-2020,81,24,22,25
04-15-2020,83,72,68,75
04-16-2020,84,80,76,84
04-17-2020,85,108,102,113
04-18-2020,86,126,119,132
04-19-2020,82,48,45,50
04-20-2020,86,126,119,132
04-21-2020,86,120,114,126
04-22-2020,82,44,41,46
04-23-2020,83,72,68,75
04-24-2020,93,260,247,273
04-25-2020,83,56,53,58
04-26-2020,89,180,171,189
