date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,24,22,25
04-14-2020,94,90,85,94
04-15-2020,83,24,22,25
04-16-2020,82,14,13,14
04-17-2020,87,48,45,50
04-18-2020,85,36,34,37
04-19-2020,89,60,57,63
04-20-2020,107,176,167,184
04-21-2020,87,48,45,50
04-22-2020,108,182,172,191
04-23-2020,84,28,26,29
04-24-2020,84,30,28,31
04-25-2020,95,96,91,100
04-26-2020,122,272,258,285
04-13-2020,86,40,38,42
04-14-2020,81,12,11,12
04-15-2020,83,24,22,25
04-16-2020,95,100,95,105
04-17-2020,81,12,11,12
04-18-2020,90,70,66,73
04-19-2020,92,80,76,84
04-20-2020,108,180,171,189
04-21-2020,95,100,95,105
04-22-2020,97,110,104,115
04-23-2020,110,192,182,201
04-24-2020,104,156,148,163
04-25-2020,110,196,186,205
04-26-2020,103,150,142,157
