date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,16,15,16
04-14-2020,82,20,19,21
04-15-2020,83,36,34,37
04-16-2020,88,84,79,88
04-17-2020,86,64,60,67
04-18-2020,94,144,136,151
04-19-2020,84,40,38,42
04-20-2020,88,88,83,92
04-21-2020,92,120,114,126
04-22-2020,98,182,172,191
04-23-2020,82,28,26,29
04-24-2020,107,270,256,283
04-25-2020,99,192,182,201
04-26-2020,90,102,96,107
04-13-2020,81,12,11,12
04-14-2020,86,60,57,63
04-15-2020,84,48,45,50
04-16-2020,84,40,38,42
04-17-2020,88,84,79,88
04-18-2020,85,56,53,58
04-19-2020,84,48,45,50
04-20-2020,85,54,51,56
04-21-2020,86,60,57,63
04-22-2020,102,220,209,231
04-23-2020,84,48,45,50
04-24-2020,82,26,24,27
04-25-2020,91,112,106,117
04-26-2020,89,90,85,94
