date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,48,45,50
04-14-2020,85,60,57,63
04-15-2020,81,12,11,12
04-16-2020,92,140,133,147
04-17-2020,94,160,152,168
04-18-2020,84,54,51,56
04-19-2020,94,160,152,168
04-20-2020,95,176,167,184
04-21-2020,86,72,68,75
04-22-2020,91,130,123,136
04-23-2020,82,28,26,29
04-24-2020,98,210,199,220
04-25-2020,82,32,30,33
04-26-2020,85,68,64,71
04-13-2020,82,24,22,25
04-14-2020,81,18,17,18
04-15-2020,80,8,7,8
04-16-2020,83,40,38,42
04-17-2020,83,36,34,37
04-18-2020,81,14,13,14
04-19-2020,85,64,60,67
04-20-2020,92,144,136,151
04-21-2020,95,180,171,189
04-22-2020,91,132,125,138
04-23-2020,84,48,45,50
04-24-2020,84,52,49,54
04-25-2020,102,252,239,264
04-26-2020,85,60,57,63
