date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,64,60,67
04-14-2020,81,20,19,21
04-15-2020,88,96,91,100
04-16-2020,91,126,119,132
04-17-2020,82,32,30,33
04-18-2020,89,108,102,113
04-19-2020,98,200,190,210
04-20-2020,82,22,20,23
04-21-2020,86,72,68,75
04-22-2020,89,104,98,109
04-23-2020,82,28,26,29
04-24-2020,96,180,171,189
04-25-2020,91,128,121,134
04-26-2020,105,272,258,285
04-13-2020,80,4,3,4
04-14-2020,81,12,11,12
04-15-2020,84,48,45,50
04-16-2020,88,90,85,94
04-17-2020,84,48,45,50
04-18-2020,91,126,119,132
04-19-2020,91,128,121,134
04-20-2020,89,108,102,113
04-21-2020,87,80,76,84
04-22-2020,84,44,41,46
04-23-2020,93,144,136,151
04-24-2020,96,182,172,191
04-25-2020,95,168,159,176
04-26-2020,82,30,28,31
