date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,80,80,76,84
04-15-2020,80,60,57,63
04-16-2020,81,126,119,132
04-17-2020,80,32,30,33
04-18-2020,80,90,85,94
04-19-2020,81,140,133,147
04-20-2020,81,110,104,115
04-21-2020,81,168,159,176
04-22-2020,80,52,49,54
04-23-2020,80,84,79,88
04-24-2020,82,300,285,315
04-25-2020,81,128,121,134
04-26-2020,82,272,258,285
04-13-2020,80,40,38,42
04-14-2020,80,42,39,44
04-15-2020,80,48,45,50
04-16-2020,80,70,66,73
04-17-2020,80,96,91,100
04-18-2020,81,140,133,147
04-19-2020,81,128,121,134
04-20-2020,80,90,85,94
04-21-2020,80,100,95,105
04-22-2020,81,176,167,184
04-23-2020,80,24,22,25
04-24-2020,80,26,24,27
04-25-2020,80,28,26,29
04-26-2020,82,240,228,252
