date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,64,60,67
04-14-2020,82,40,38,42
04-15-2020,85,84,79,88
04-16-2020,82,42,39,44
04-17-2020,87,112,106,117
04-18-2020,90,162,153,170
04-19-2020,89,140,133,147
04-20-2020,88,132,125,138
04-21-2020,87,120,114,126
04-22-2020,95,234,222,245
04-23-2020,94,224,212,235
04-24-2020,87,120,114,126
04-25-2020,100,320,304,336
04-26-2020,102,340,323,357
04-13-2020,80,8,7,8
04-14-2020,81,30,28,31
04-15-2020,82,32,30,33
04-16-2020,84,70,66,73
04-17-2020,83,48,45,50
04-18-2020,85,84,79,88
04-19-2020,83,48,45,50
04-20-2020,85,90,85,94
04-21-2020,86,100,95,105
04-22-2020,87,110,104,115
04-23-2020,83,48,45,50
04-24-2020,86,104,98,109
04-25-2020,85,84,79,88
04-26-2020,99,300,285,315
