date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,72,68,75
04-14-2020,80,10,9,10
04-15-2020,80,72,68,75
04-16-2020,80,56,53,58
04-17-2020,81,144,136,151
04-18-2020,81,144,136,151
04-19-2020,80,100,95,105
04-20-2020,80,44,41,46
04-21-2020,80,72,68,75
04-22-2020,81,156,148,163
04-23-2020,81,140,133,147
04-24-2020,80,60,57,63
04-25-2020,81,160,152,168
04-26-2020,82,306,290,321
04-13-2020,80,24,22,25
04-14-2020,80,12,11,12
04-15-2020,80,48,45,50
04-16-2020,80,100,95,105
04-17-2020,80,96,91,100
04-18-2020,80,84,79,88
04-19-2020,80,64,60,67
04-20-2020,81,162,153,170
04-21-2020,81,160,152,168
04-22-2020,80,22,20,23
04-23-2020,82,240,228,252
04-24-2020,82,234,222,245
04-25-2020,81,168,159,176
04-26-2020,80,60,57,63
