date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,56,53,58
04-14-2020,84,50,47,52
04-15-2020,90,108,102,113
04-16-2020,93,140,133,147
04-17-2020,92,128,121,134
04-18-2020,86,72,68,75
04-19-2020,96,180,171,189
04-20-2020,82,22,20,23
04-21-2020,95,168,159,176
04-22-2020,82,26,24,27
04-23-2020,101,224,212,235
04-24-2020,102,240,228,252
04-25-2020,101,224,212,235
04-26-2020,108,306,290,321
04-13-2020,83,32,30,33
04-14-2020,85,60,57,63
04-15-2020,82,24,22,25
04-16-2020,81,20,19,21
04-17-2020,81,12,11,12
04-18-2020,86,70,66,73
04-19-2020,89,96,91,100
04-20-2020,88,90,85,94
04-21-2020,96,180,171,189
04-22-2020,92,132,125,138
04-23-2020,84,48,45,50
04-24-2020,84,52,49,54
04-25-2020,103,252,239,264
04-26-2020,96,180,171,189
