date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,16,15,16
04-14-2020,81,30,28,31
04-15-2020,82,60,57,63
04-16-2020,85,140,133,147
04-17-2020,86,144,136,151
04-18-2020,81,36,34,37
04-19-2020,87,180,171,189
04-20-2020,82,66,62,69
04-21-2020,84,96,91,100
04-22-2020,82,52,49,54
04-23-2020,91,280,266,294
04-24-2020,92,300,285,315
04-25-2020,89,224,212,235
04-26-2020,92,306,290,321
04-13-2020,80,12,11,12
04-14-2020,82,54,51,56
04-15-2020,82,64,60,67
04-16-2020,83,90,85,94
04-17-2020,85,120,114,126
04-18-2020,81,42,39,44
04-19-2020,84,112,106,117
04-20-2020,85,126,119,132
04-21-2020,87,180,171,189
04-22-2020,89,220,209,231
04-23-2020,85,120,114,126
04-24-2020,81,26,24,27
04-25-2020,89,224,212,235
04-26-2020,92,300,285,315
