date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,72,68,75
04-14-2020,81,50,47,52
04-15-2020,80,36,34,37
04-16-2020,81,84,79,88
04-17-2020,82,128,121,134
04-18-2020,83,162,153,170
04-19-2020,82,140,133,147
04-20-2020,80,22,20,23
04-21-2020,84,240,228,252
04-22-2020,82,104,98,109
04-23-2020,82,140,133,147
04-24-2020,81,90,85,94
04-25-2020,86,320,304,336
04-26-2020,85,272,258,285
04-13-2020,80,4,3,4
04-14-2020,80,6,5,6
04-15-2020,80,48,45,50
04-16-2020,82,100,95,105
04-17-2020,81,72,68,75
04-18-2020,82,112,106,117
04-19-2020,80,32,30,33
04-20-2020,82,126,119,132
04-21-2020,81,80,76,84
04-22-2020,84,220,209,231
04-23-2020,83,168,159,176
04-24-2020,81,78,74,81
04-25-2020,82,140,133,147
04-26-2020,84,210,199,220
