date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,80,76,84
04-14-2020,84,80,76,84
04-15-2020,80,12,11,12
04-16-2020,85,98,93,102
04-17-2020,81,32,30,33
04-18-2020,86,108,102,113
04-19-2020,82,40,38,42
04-20-2020,92,220,209,231
04-21-2020,93,240,228,252
04-22-2020,94,260,247,273
04-23-2020,81,28,26,29
04-24-2020,93,240,228,252
04-25-2020,97,320,304,336
04-26-2020,93,238,226,249
04-13-2020,81,28,26,29
04-14-2020,80,6,5,6
04-15-2020,80,8,7,8
04-16-2020,84,80,76,84
04-17-2020,83,60,57,63
04-18-2020,85,98,93,102
04-19-2020,86,112,106,117
04-20-2020,90,180,171,189
04-21-2020,91,200,190,210
04-22-2020,83,66,62,69
04-23-2020,93,240,228,252
04-24-2020,84,78,74,81
04-25-2020,94,252,239,264
04-26-2020,85,90,85,94
