date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,87,24,22,25
04-14-2020,96,50,47,52
04-15-2020,107,84,79,88
04-16-2020,112,98,93,102
04-17-2020,127,144,136,151
04-18-2020,121,126,119,132
04-19-2020,99,60,57,63
04-20-2020,123,132,125,138
04-21-2020,135,168,159,176
04-22-2020,131,156,148,163
04-23-2020,107,84,79,88
04-24-2020,139,180,171,189
04-25-2020,164,256,243,268
04-26-2020,181,306,290,321
04-13-2020,82,8,7,8
04-14-2020,83,12,11,12
04-15-2020,98,56,53,58
04-16-2020,93,40,38,42
04-17-2020,83,12,11,12
04-18-2020,107,84,79,88
04-19-2020,106,80,76,84
04-20-2020,133,162,153,170
04-21-2020,119,120,114,126
04-22-2020,152,220,209,231
04-23-2020,127,144,136,151
04-24-2020,123,130,123,136
04-25-2020,117,112,106,117
04-26-2020,109,90,85,94
