date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,64,60,67
04-14-2020,82,40,38,42
04-15-2020,84,60,57,63
04-16-2020,85,70,66,73
04-17-2020,89,128,121,134
04-18-2020,81,18,17,18
04-19-2020,84,60,57,63
04-20-2020,83,44,41,46
04-21-2020,94,192,182,201
04-22-2020,95,208,197,218
04-23-2020,84,56,53,58
04-24-2020,99,270,256,283
04-25-2020,89,128,121,134
04-26-2020,99,272,258,285
04-13-2020,81,16,15,16
04-14-2020,83,54,51,56
04-15-2020,81,24,22,25
04-16-2020,87,100,95,105
04-17-2020,81,24,22,25
04-18-2020,84,56,53,58
04-19-2020,88,112,106,117
04-20-2020,89,126,119,132
04-21-2020,82,40,38,42
04-22-2020,91,154,146,161
04-23-2020,94,192,182,201
04-24-2020,81,26,24,27
04-25-2020,84,56,53,58
04-26-2020,84,60,57,63
