date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,83,80,76,84
04-15-2020,80,12,11,12
04-16-2020,83,70,66,73
04-17-2020,82,48,45,50
04-18-2020,80,18,17,18
04-19-2020,85,120,114,126
04-20-2020,80,22,20,23
04-21-2020,89,216,205,226
04-22-2020,89,208,197,218
04-23-2020,83,84,79,88
04-24-2020,92,270,256,283
04-25-2020,84,96,91,100
04-26-2020,89,204,193,214
04-13-2020,81,28,26,29
04-14-2020,81,24,22,25
04-15-2020,82,56,53,58
04-16-2020,82,60,57,63
04-17-2020,84,108,102,113
04-18-2020,80,14,13,14
04-19-2020,83,80,76,84
04-20-2020,85,126,119,132
04-21-2020,86,140,133,147
04-22-2020,89,220,209,231
04-23-2020,86,144,136,151
04-24-2020,83,78,74,81
04-25-2020,85,112,106,117
04-26-2020,82,60,57,63
