date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,81,72,68,75
04-14-2020,82,100,95,105
04-15-2020,80,12,11,12
04-16-2020,82,98,93,102
04-17-2020,80,16,15,16
04-18-2020,82,108,102,113
04-19-2020,81,60,57,63
04-20-2020,84,176,167,184
04-21-2020,85,216,205,226
04-22-2020,82,104,98,109
04-23-2020,85,196,186,205
04-24-2020,84,180,171,189
04-25-2020,84,192,182,201
04-26-2020,81,68,64,71
04-13-2020,80,8,7,8
04-14-2020,81,54,51,56
04-15-2020,81,56,53,58
04-16-2020,81,70,66,73
04-17-2020,80,24,22,25
04-18-2020,81,42,39,44
04-19-2020,83,128,121,134
04-20-2020,83,144,136,151
04-21-2020,81,40,38,42
04-22-2020,82,110,104,115
04-23-2020,82,96,91,100
04-24-2020,81,52,49,54
04-25-2020,85,224,212,235
04-26-2020,82,90,85,94
