date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,16,15,16
04-14-2020,90,80,76,84
04-15-2020,86,48,45,50
04-16-2020,93,98,93,102
04-17-2020,84,32,30,33
04-18-2020,104,180,171,189
04-19-2020,104,180,171,189
04-20-2020,92,88,83,92
04-21-2020,89,72,68,75
04-22-2020,83,26,24,27
04-23-2020,110,224,212,235
04-24-2020,112,240,228,252
04-25-2020,88,64,60,67
04-26-2020,107,204,193,214
04-13-2020,83,24,22,25
04-14-2020,84,36,34,37
04-15-2020,86,48,45,50
04-16-2020,88,60,57,63
04-17-2020,96,120,114,126
04-18-2020,89,70,66,73
04-19-2020,82,16,15,16
04-20-2020,82,18,17,18
04-21-2020,85,40,38,42
04-22-2020,101,154,146,161
04-23-2020,96,120,114,126
04-24-2020,115,260,247,273
04-25-2020,87,56,53,58
04-26-2020,108,210,199,220
