date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,84,40,38,42
04-15-2020,88,72,68,75
04-16-2020,97,140,133,147
04-17-2020,87,64,60,67
04-18-2020,102,180,171,189
04-19-2020,92,100,95,105
04-20-2020,96,132,125,138
04-21-2020,103,192,182,201
04-22-2020,105,208,197,218
04-23-2020,83,28,26,29
04-24-2020,83,30,28,31
04-25-2020,107,224,212,235
04-26-2020,109,238,226,249
04-13-2020,83,32,30,33
04-14-2020,82,24,22,25
04-15-2020,86,56,53,58
04-16-2020,83,30,28,31
04-17-2020,84,36,34,37
04-18-2020,92,98,93,102
04-19-2020,99,160,152,168
04-20-2020,95,126,119,132
04-21-2020,104,200,190,210
04-22-2020,96,132,125,138
04-23-2020,88,72,68,75
04-24-2020,102,182,172,191
04-25-2020,86,56,53,58
04-26-2020,94,120,114,126
