date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,90,100,95,105
04-15-2020,86,60,57,63
04-16-2020,82,28,26,29
04-17-2020,93,128,121,134
04-18-2020,85,54,51,56
04-19-2020,88,80,76,84
04-20-2020,95,154,146,161
04-21-2020,89,96,91,100
04-22-2020,93,130,123,136
04-23-2020,103,224,212,235
04-24-2020,101,210,199,220
04-25-2020,86,64,60,67
04-26-2020,115,340,323,357
04-13-2020,81,12,11,12
04-14-2020,86,60,57,63
04-15-2020,84,40,38,42
04-16-2020,83,30,28,31
04-17-2020,84,48,45,50
04-18-2020,85,56,53,58
04-19-2020,88,80,76,84
04-20-2020,94,144,136,151
04-21-2020,86,60,57,63
04-22-2020,100,198,188,207
04-23-2020,84,48,45,50
04-24-2020,104,234,222,245
04-25-2020,106,252,239,264
04-26-2020,86,60,57,63
